,adv,bottom,cod,doctop,fontname,height,non_stroking_color,object_type,page_number,size,stroking_color,text,top,upright,width,x0,x1,y0,y1,type
264,10.560,113.660,1,7664.949,ABCDEE+宋体,10.560,0,char,10,10.560,0,债项代码 ,72.240,True,10.560,84.504,142.100,743.691,754.251,tbl
265,10.560,113.660,1,7658.089,ABCDEE+宋体,10.560,0,char,10,10.560,0,中介机构类型 ,72.240,True,10.560,142.100,202.010,736.971,761.111,tbl
266,10.560,113.660,1,7658.089,ABCDEE+宋体,10.560,0,char,10,10.560,0,原中介机构名称 ,72.240,True,10.560,202.010,271.490,736.971,761.111,tbl
267,10.560,113.660,1,7651.249,ABCDEE+宋体,10.560,0,char,10,10.560,0,变更后中介机构名称 ,72.240,True,10.560,271.490,331.010,730.131,767.951,tbl
268,10.560,113.660,1,7664.949,ABCDEE+宋体,10.560,0,char,10,10.560,0,变更时间 ,72.240,True,10.560,331.010,387.670,743.691,754.251,tbl
269,10.560,113.660,1,7664.949,ABCDEE+宋体,10.560,0,char,10,10.560,0,变更原因 ,72.240,True,10.560,387.670,444.310,743.691,754.251,tbl
270,10.560,113.660,1,7651.249,ABCDEE+宋体,10.560,0,char,10,10.560,0,履行的程序、对投资者利益的影响 ,72.240,True,10.560,444.310,510.940,730.131,767.951,tbl
271,10.560,400.130,2,7692.669,ABCDEE+宋体,10.560,0,char,10,10.560,0,"IB(银行间债券),152750.SH(上海) ",113.660,True,5.280,84.504,142.100,661.491,726.531,tbl
272,10.560,400.130,2,7692.669,ABCDEE+宋体,10.560,0,char,10,10.560,0,务所 ,113.660,True,10.560,142.100,202.010,715.971,726.531,tbl
273,10.560,400.130,2,7692.669,ABCDEE+宋体,10.560,0,char,10,10.560,0,会计师事务所（特殊普通合伙） ,113.660,True,10.560,202.010,271.490,688.731,726.531,tbl
274,10.560,400.130,2,7692.669,ABCDEE+宋体,10.560,0,char,10,10.560,0,会计师事务所（特殊普通合伙） ,113.660,True,10.560,271.490,331.010,675.171,726.531,tbl
275,10.560,400.130,2,7692.669,ABCDEE+宋体,10.560,0,char,10,10.560,0,月30日 ,113.660,True,5.280,331.010,387.670,715.971,726.531,tbl
276,10.560,400.130,2,7692.669,ABCDEE+Calibri,10.560,0,char,10,10.560,0,司业务发展和未来审计工作开的需要，公2021年更换机构聘任具备证券、期货相关资格北京兴华会师事所（特殊普通合 伙）为提供服目前变更已生效。 ,113.660,True,5.354,387.670,444.310,443.661,726.531,tbl
277,10.560,400.130,2,7692.669,ABCDEE+宋体,10.560,0,char,10,10.560,0,"通过公司董事会审议,此次变更符合《公 司法》及《公司章程》的相关规定。根据《债券持有人会议规则》 ，此次变更无需取得债议同意。此次变更对投资者利益不构成实质影响。 ",113.660,True,5.280,444.310,510.940,484.461,726.531,tbl
278,12.000,439.622,3,8004.902,ABCDEE+宋体,12.000,0,char,10,12.000,0,第二节 公司债券事项,427.622,True,12.000,240.530,252.530,402.298,414.298,para
279,10.560,487.559,4,8054.279,ABCDEE+宋体,10.560,0,char,10,10.560,0,一、 债券基本信息,476.999,True,10.560,89.904,100.464,354.361,364.921,para
280,2.387,507.119,5,8073.839,ABCDEE+Calibri,10.560,0,char,10,10.560,0,单位：亿元  币种：人民币,496.559,True,2.387,379.390,453.070,333.650,344.210,para
281,5.280,523.030,6,8087.999,ABCDEE+宋体,10.560,0,char,10,10.560,0,1、债券代码 ,508.990,True,5.280,91.584,238.850,320.641,331.201,tbl
282,5.280,523.030,6,8087.999,ABCDEE+宋体,10.560,0,char,10,10.560,0,"2080237.IB(银行间债券),152556.SH(上海) ",508.990,True,5.280,238.850,503.860,320.641,331.201,tbl
283,5.280,537.190,7,8102.159,ABCDEE+宋体,10.560,0,char,10,10.560,0,2、债券简称 ,523.030,True,5.280,91.584,238.850,306.481,317.041,tbl
284,10.560,537.190,7,8102.159,ABCDEE+宋体,10.560,0,char,10,10.560,0,20开远债01 ,523.030,True,5.280,238.850,503.860,306.481,317.041,tbl
285,5.280,564.910,8,8116.199,ABCDEE+宋体,10.560,0,char,10,10.560,0,3、债券名称 ,537.190,True,5.280,91.584,238.850,292.441,303.001,tbl
286,10.560,564.910,8,8116.199,ABCDEE+宋体,10.560,0,char,10,10.560,0,2020年开远市兴远开发投资集团有限公司公司债券（品种一） ,537.190,True,5.280,238.850,503.860,278.761,303.001,tbl
287,5.280,579.070,9,8143.919,ABCDEE+宋体,10.560,0,char,10,10.560,0,4、发行日 ,564.910,True,5.280,91.584,238.850,264.721,275.281,tbl
288,10.560,579.070,9,8143.919,ABCDEE+宋体,10.560,0,char,10,10.560,0,2020年9月22日 ,564.910,True,5.280,238.850,503.860,264.721,275.281,tbl
289,5.280,593.110,10,8158.079,ABCDEE+宋体,10.560,0,char,10,10.560,0,5、是否设置回售条款 ,579.070,True,5.280,91.584,238.850,249.410,259.970,tbl
290,10.560,593.110,10,8158.079,ABCDEE+宋体,10.560,0,char,10,10.560,0,否 ,579.070,True,10.560,238.850,503.860,250.561,261.121,tbl
291,5.280,607.270,11,8172.239,ABCDEE+宋体,10.560,0,char,10,10.560,0,6、最近回售日 ,593.110,True,5.280,91.584,238.850,236.401,246.961,tbl
292,10.560,607.270,11,8172.239,ABCDEE+宋体,10.560,0,char,10,10.560,0,不适用 ,593.110,True,10.560,238.850,503.860,236.401,246.961,tbl
293,5.280,621.430,12,8186.279,ABCDEE+宋体,10.560,0,char,10,10.560,0,7、到期日 ,607.270,True,5.280,91.584,238.850,222.361,232.921,tbl
294,10.560,621.430,12,8186.279,ABCDEE+宋体,10.560,0,char,10,10.560,0,2027年9月22日 ,607.270,True,5.280,238.850,503.860,222.361,232.921,tbl
295,5.280,635.470,13,8200.439,ABCDEE+宋体,10.560,0,char,10,10.560,0,8、债券余额 ,621.430,True,5.280,91.584,238.850,208.201,218.761,tbl
296,5.280,635.470,13,8200.439,ABCDEE+宋体,10.560,0,char,10,10.560,0,3 ,621.430,True,5.280,238.850,503.860,208.201,218.761,tbl
297,5.280,649.630,14,8214.479,ABCDEE+宋体,10.560,0,char,10,10.560,0,9、截至报告期末的利率(%) ,635.470,True,5.280,91.584,238.850,193.010,203.570,tbl
298,5.280,649.630,14,8214.479,ABCDEE+宋体,10.560,0,char,10,10.560,0,7.5 ,635.470,True,5.280,238.850,503.860,194.161,204.721,tbl
299,5.280,745.416,15,8228.669,ABCDEE+宋体,10.560,0,char,10,10.560,0,10、还本付息方式 ,649.630,True,5.280,91.584,238.850,179.971,190.531,tbl
300,10.560,745.416,15,8228.669,ABCDEE+宋体,10.560,0,char,10,10.560,0,本期债券每年付息一次，分次还本，在债券存续期内的第3、4、5、6、7年末，分别按照本期债券发行总额20%、20%、20%、20%、20%的比例偿还债券本金，到期利息随本金一起支付。每年付息时按债权登记日日终在托管机构托管名册上登记的各债券持有人所持债券面值所应获利息进行支付，年度付息款项自付息日起不另计利息，到期兑付款项自兑付日起不另计利息。 ,649.630,True,5.280,238.850,503.860,98.255,190.531,tbl
301,5.280,759.576,16,8324.545,ABCDEE+宋体,10.560,0,char,10,10.560,0,11、上市或转让的交易场所 ,745.416,True,5.280,91.584,238.850,84.095,94.655,tbl
302,10.560,759.576,16,8324.545,ABCDEE+宋体,10.560,0,char,10,10.560,0,银行间市场和上海证券交易所市场 ,745.416,True,10.560,238.850,503.860,84.095,94.655,tbl
303,4.563,792.186,17,8360.466,ABCDEE+Calibri,9.000,0,char,10,9.000,0,10,783.186,True,4.563,293.090,297.653,49.734,58.734,para
304,9.000,52.869,0,8463.069,ABCDEE+宋体,9.000,0,char,11,9.000,0,开远市兴远开发投资集团有限公司公司债券年度报告（2020年）,43.869,True,9.000,170.420,415.990,788.070,797.070,para
305,5.280,86.400,1,8493.169,ABCDEE+宋体,10.560,0,char,11,10.560,0,12、投资者适当性安排 ,72.240,True,5.280,91.584,238.850,757.391,767.951,tbl
306,10.560,86.400,1,8493.169,ABCDEE+宋体,10.560,0,char,11,10.560,0,开立合格证券账户的机构投资者 ,72.240,True,10.560,238.850,503.860,757.391,767.951,tbl
307,5.280,100.460,2,8507.349,ABCDEE+宋体,10.560,0,char,11,10.560,0,13、报告期内付息兑付情况 ,86.400,True,5.280,91.584,238.850,743.211,753.771,tbl
308,10.560,100.460,2,8507.349,ABCDEE+宋体,10.560,0,char,11,10.560,0,截至本报告出具日，尚未到兑付时间 ,86.400,True,10.560,238.850,503.860,743.211,753.771,tbl
309,10.560,128.180,3,8522.540,ABCDEE+Calibri,10.560,0,char,11,10.560,0,14、报告期内调整票面利率选择权的触发及执行情况 ,100.460,True,5.354,91.584,238.850,714.340,738.580,tbl
310,10.560,128.180,3,8528.229,ABCDEE+宋体,10.560,0,char,11,10.560,0,无 ,100.460,True,10.560,238.850,503.860,722.331,732.891,tbl
311,10.560,156.020,4,8550.380,ABCDEE+Calibri,10.560,0,char,11,10.560,0,15、报告期内投资者回售选择权的触发及执行情况 ,128.180,True,5.354,91.584,238.850,686.620,710.740,tbl
312,10.560,156.020,4,8555.949,ABCDEE+宋体,10.560,0,char,11,10.560,0,无 ,128.180,True,10.560,238.850,503.860,694.611,705.171,tbl
313,10.560,183.740,5,8578.100,ABCDEE+Calibri,10.560,0,char,11,10.560,0,16、报告期内发行人赎回选择权的触发及执行情况 ,156.020,True,5.354,91.584,238.850,658.900,683.020,tbl
314,10.560,183.740,5,8583.669,ABCDEE+宋体,10.560,0,char,11,10.560,0,无 ,156.020,True,10.560,238.850,503.860,666.891,677.451,tbl
315,10.560,225.020,6,8605.820,ABCDEE+Calibri,10.560,0,char,11,10.560,0,17、报告期内可交换债权中的交换选择权的触发及执行情况 ,183.740,True,5.354,91.584,238.850,617.500,655.300,tbl
316,10.560,225.020,6,8618.229,ABCDEE+宋体,10.560,0,char,11,10.560,0,无 ,183.740,True,10.560,238.850,503.860,632.331,642.891,tbl
317,10.560,252.860,7,8647.100,ABCDEE+Calibri,10.560,0,char,11,10.560,0,18、报告期内其他特殊条款的触发及执行情况 ,225.020,True,5.354,91.584,238.850,589.780,614.020,tbl
318,10.560,252.860,7,8652.789,ABCDEE+宋体,10.560,0,char,11,10.560,0,无 ,225.020,True,10.560,238.850,503.860,597.771,608.331,tbl
319,5.280,280.220,8,8687.109,ABCDEE+宋体,10.560,0,char,11,10.560,0,1、债券代码 ,266.060,True,5.280,91.584,238.850,563.451,574.011,tbl
320,5.280,280.220,8,8687.109,ABCDEE+宋体,10.560,0,char,11,10.560,0,"2180045.IB(银行间债券),152750.SH(上海) ",266.060,True,5.280,238.850,503.860,563.451,574.011,tbl
321,5.280,294.410,9,8701.179,ABCDEE+宋体,10.560,0,char,11,10.560,0,2、债券简称 ,280.220,True,5.280,91.584,238.850,549.381,559.941,tbl
322,10.560,294.410,9,8701.179,ABCDEE+宋体,10.560,0,char,11,10.560,0,21开远债 ,280.220,True,5.280,238.850,503.860,549.381,559.941,tbl
323,5.280,322.130,10,8715.339,ABCDEE+宋体,10.560,0,char,11,10.560,0,3、债券名称 ,294.410,True,5.280,91.584,238.850,535.221,545.781,tbl
324,10.560,322.130,10,8715.339,ABCDEE+宋体,10.560,0,char,11,10.560,0,2021年开远市兴远开发投资集团有限公司公司债券（品种二） ,294.410,True,5.280,238.850,503.860,521.661,545.781,tbl
325,5.280,336.170,11,8743.059,ABCDEE+宋体,10.560,0,char,11,10.560,0,4、发行日 ,322.130,True,5.280,91.584,238.850,507.501,518.061,tbl
326,10.560,336.170,11,8743.059,ABCDEE+宋体,10.560,0,char,11,10.560,0,2021年3月8日 ,322.130,True,5.280,238.850,503.860,507.501,518.061,tbl
327,5.280,350.330,12,8757.219,ABCDEE+宋体,10.560,0,char,11,10.560,0,5、是否设置回售条款 ,336.170,True,5.280,91.584,238.850,492.190,502.750,tbl
328,10.560,350.330,12,8757.219,ABCDEE+宋体,10.560,0,char,11,10.560,0,否 ,336.170,True,10.560,238.850,503.860,493.341,503.901,tbl
329,5.280,364.490,13,8771.259,ABCDEE+宋体,10.560,0,char,11,10.560,0,6、最近回售日 ,350.330,True,5.280,91.584,238.850,479.301,489.861,tbl
330,10.560,364.490,13,8771.259,ABCDEE+宋体,10.560,0,char,11,10.560,0,不适用 ,350.330,True,10.560,238.850,503.860,479.301,489.861,tbl
331,5.280,378.530,14,8785.419,ABCDEE+宋体,10.560,0,char,11,10.560,0,7、到期日 ,364.490,True,5.280,91.584,238.850,465.141,475.701,tbl
332,10.560,378.530,14,8785.419,ABCDEE+宋体,10.560,0,char,11,10.560,0,2028年3月8日 ,364.490,True,5.280,238.850,503.860,465.141,475.701,tbl
333,5.280,392.690,15,8799.459,ABCDEE+宋体,10.560,0,char,11,10.560,0,8、债券余额 ,378.530,True,5.280,91.584,238.850,451.101,461.661,tbl
334,5.280,392.690,15,8799.459,ABCDEE+宋体,10.560,0,char,11,10.560,0,3 ,378.530,True,5.280,238.850,503.860,451.101,461.661,tbl
335,5.280,406.850,16,8813.619,ABCDEE+宋体,10.560,0,char,11,10.560,0,9、截至报告期末的利率(%) ,392.690,True,5.280,91.584,238.850,435.790,446.350,tbl
336,5.280,406.850,16,8813.619,ABCDEE+宋体,10.560,0,char,11,10.560,0,7.5 ,392.690,True,5.280,238.850,503.860,436.941,447.501,tbl
337,5.280,502.630,17,8827.779,ABCDEE+宋体,10.560,0,char,11,10.560,0,10、还本付息方式 ,406.850,True,5.280,91.584,238.850,422.781,433.341,tbl
338,10.560,502.630,17,8827.779,ABCDEE+宋体,10.560,0,char,11,10.560,0,本期债券每年付息一次，分次还本，在债券存续期内的第3、4、5、6、7年末，分别按照本期债券发行总额20%、20%、20%、20%、20%的比例偿还债券本金，到期利息随本金一起支付。每年付息时按债权登记日日终在托管机构托管名册上登记的各债券持有人所持债券面值所应获利息进行支付，年度付息款项自付息日起不另计利息，到期兑付款项自兑付日起不另计利息。 ,406.850,True,5.280,238.850,503.860,341.041,433.341,tbl
339,5.280,516.790,18,8923.559,ABCDEE+宋体,10.560,0,char,11,10.560,0,11、上市或转让的交易场所 ,502.630,True,5.280,91.584,238.850,327.001,337.561,tbl
340,10.560,516.790,18,8923.559,ABCDEE+宋体,10.560,0,char,11,10.560,0,银行间市场和上海证券交易所市场 ,502.630,True,10.560,238.850,503.860,327.001,337.561,tbl
341,5.280,530.830,19,8937.719,ABCDEE+宋体,10.560,0,char,11,10.560,0,12、投资者适当性安排 ,516.790,True,5.280,91.584,238.850,312.841,323.401,tbl
342,10.560,530.830,19,8937.719,ABCDEE+宋体,10.560,0,char,11,10.560,0,开立合格证券账户的机构投资者 ,516.790,True,10.560,238.850,503.860,312.841,323.401,tbl
343,5.280,544.990,20,8951.879,ABCDEE+宋体,10.560,0,char,11,10.560,0,13、报告期内付息兑付情况 ,530.830,True,5.280,91.584,238.850,298.681,309.241,tbl
344,10.560,544.990,20,8951.879,ABCDEE+宋体,10.560,0,char,11,10.560,0,截至本报告出具日，尚未到兑付时间 ,530.830,True,10.560,238.850,503.860,298.681,309.241,tbl
345,10.560,572.710,21,8967.070,ABCDEE+Calibri,10.560,0,char,11,10.560,0,14、报告期内调整票面利率选择权的触发及执行情况 ,544.990,True,5.354,91.584,238.850,269.810,294.050,tbl
346,10.560,572.710,21,8972.759,ABCDEE+宋体,10.560,0,char,11,10.560,0,无 ,544.990,True,10.560,238.850,503.860,277.801,288.361,tbl
347,10.560,600.430,22,8994.790,ABCDEE+Calibri,10.560,0,char,11,10.560,0,15、报告期内投资者回售选择权的触发及执行情况 ,572.710,True,5.354,91.584,238.850,242.090,266.330,tbl
348,10.560,600.430,22,9000.479,ABCDEE+宋体,10.560,0,char,11,10.560,0,无 ,572.710,True,10.560,238.850,503.860,250.081,260.641,tbl
349,10.560,628.150,23,9022.510,ABCDEE+Calibri,10.560,0,char,11,10.560,0,16、报告期内发行人赎回选择权的触发及执行情况 ,600.430,True,5.354,91.584,238.850,214.370,238.610,tbl
350,10.560,628.150,23,9028.199,ABCDEE+宋体,10.560,0,char,11,10.560,0,无 ,600.430,True,10.560,238.850,503.860,222.361,232.921,tbl
351,10.560,669.580,24,9050.350,ABCDEE+Calibri,10.560,0,char,11,10.560,0,17、报告期内可交换债权中的交换选择权的触发及执行情况 ,628.150,True,5.354,91.584,238.850,172.940,210.770,tbl
352,10.560,669.580,24,9062.759,ABCDEE+宋体,10.560,0,char,11,10.560,0,无 ,628.150,True,10.560,238.850,503.860,187.801,198.361,tbl
353,10.560,697.300,25,9091.660,ABCDEE+Calibri,10.560,0,char,11,10.560,0,18、报告期内其他特殊条款的触发及执行情况 ,669.580,True,5.354,91.584,238.850,145.220,169.460,tbl
354,10.560,697.300,25,9097.349,ABCDEE+宋体,10.560,0,char,11,10.560,0,无 ,669.580,True,10.560,238.850,503.860,153.211,163.771,tbl
355,10.560,741.269,26,9149.909,ABCDEE+宋体,10.560,0,char,11,10.560,0,二、 募集资金使用情况,730.709,True,10.560,89.904,100.464,100.651,111.211,para
356,2.387,760.825,27,9169.465,ABCDEE+Calibri,10.560,0,char,11,10.560,0,单位：亿元  币种：人民币,750.265,True,2.387,379.390,453.070,79.944,90.504,para
357,4.563,792.186,28,9202.386,ABCDEE+Calibri,9.000,0,char,11,9.000,0,11,783.186,True,4.563,293.090,297.653,49.734,58.734,para
358,9.000,52.869,0,9304.989,ABCDEE+宋体,9.000,0,char,12,9.000,0,开远市兴远开发投资集团有限公司公司债券年度报告（2020年）,43.869,True,9.000,170.420,415.990,788.070,797.070,para
359,10.560,84.049,1,9334.609,ABCDEE+宋体,10.560,0,char,12,10.560,0,"债券代码：2080237.IB(银行间债券),152556.SH(上海)",73.489,True,10.560,89.904,100.464,756.720,767.280,para
360,10.560,99.980,2,9348.789,ABCDEE+宋体,10.560,0,char,12,10.560,0,债券简称 ,85.800,True,10.560,84.504,238.7922222222222222222222222,743.691,754.251,tbl
361,10.560,99.980,2,9348.789,ABCDEE+宋体,10.560,0,char,12,10.560,0,20开远债01 ,85.800,True,5.280,238.7922222222222222222222222,502.5933333333333333333333333,743.691,754.251,tbl
362,10.560,127.700,3,9362.829,ABCDEE+宋体,10.560,0,char,12,10.560,0,募集资金专项账户运作情况 ,99.980,True,10.560,84.504,238.7922222222222222222222222,729.651,740.211,tbl
363,10.560,127.700,3,9362.829,ABCDEE+宋体,10.560,0,char,12,10.560,0,本期债券扣除发行费用后的净募集资金已汇入开远兴远在开远市农村信用合作联社开立的募集资金专项账户 ,99.980,True,10.560,238.7922222222222222222222222,502.5933333333333333333333333,715.971,740.211,tbl
364,10.560,141.860,4,9390.549,ABCDEE+宋体,10.560,0,char,12,10.560,0,募集资金总额 ,127.700,True,10.560,84.504,238.7922222222222222222222222,701.931,712.491,tbl
365,5.280,141.860,4,9390.549,ABCDEE+宋体,10.560,0,char,12,10.560,0,3 ,127.700,True,5.280,238.7922222222222222222222222,502.5933333333333333333333333,701.931,712.491,tbl
366,10.560,156.020,5,9404.709,ABCDEE+宋体,10.560,0,char,12,10.560,0,募集资金期末余额 ,141.860,True,10.560,84.504,238.7922222222222222222222222,687.771,698.331,tbl
367,5.280,156.020,5,9404.709,ABCDEE+宋体,10.560,0,char,12,10.560,0,0 ,141.860,True,5.280,238.7922222222222222222222222,502.5933333333333333333333333,687.771,698.331,tbl
368,10.560,183.740,6,9418.869,ABCDEE+宋体,10.560,0,char,12,10.560,0,募集资金使用金额、使用情况及履行的程序 ,156.020,True,10.560,84.504,238.7922222222222222222222222,660.051,684.171,tbl
369,10.560,183.740,6,9418.869,ABCDEE+宋体,10.560,0,char,12,10.560,0,1.8亿元用于募投项目，1.2亿元用于补充流动资金。募集资金的使用履行了公司相应的审批程序。 ,156.020,True,5.280,238.7922222222222222222222222,502.5933333333333333333333333,660.051,684.171,tbl
370,10.560,211.460,7,9446.589,ABCDEE+宋体,10.560,0,char,12,10.560,0,募集资金是否存在违规使用及具体情况（如有） ,183.740,True,10.560,84.504,238.7922222222222222222222222,632.331,656.451,tbl
371,10.560,211.460,7,9453.429,ABCDEE+宋体,10.560,0,char,12,10.560,0,否 ,183.740,True,10.560,238.7922222222222222222222222,502.5933333333333333333333333,639.051,649.611,tbl
372,10.560,239.180,8,9474.309,ABCDEE+宋体,10.560,0,char,12,10.560,0,募集资金违规使用是否已完成整改及整改情况（如有） ,211.460,True,10.560,84.504,238.7922222222222222222222222,604.611,628.731,tbl
373,10.560,239.180,8,9481.149,ABCDEE+宋体,10.560,0,char,12,10.560,0,不适用 ,211.460,True,10.560,238.7922222222222222222222222,502.5933333333333333333333333,611.331,621.891,tbl
374,2.387,264.309,9,9514.869,ABCDEE+Calibri,10.560,0,char,12,10.560,0,单位：亿元  币种：人民币,253.749,True,2.387,379.390,453.070,576.460,587.020,para
375,10.560,277.869,10,9528.429,ABCDEE+宋体,10.560,0,char,12,10.560,0,债券代码：,267.309,True,10.560,89.904,100.464,562.900,573.460,para
376,5.280,291.579,11,9542.139,ABCDEE+宋体,10.560,0,char,12,10.560,0,"2180045.IB(银行间债券),152750.SH(上海)",281.019,True,5.280,89.904,95.184,550.341,560.901,para
377,10.560,307.490,12,9556.179,ABCDEE+宋体,10.560,0,char,12,10.560,0,债券简称 ,293.330,True,10.560,84.504,238.7922222222222222222222222,536.301,546.861,tbl
378,10.560,307.490,12,9556.179,ABCDEE+宋体,10.560,0,char,12,10.560,0,21开远债 ,293.330,True,5.280,238.7922222222222222222222222,502.5933333333333333333333333,536.301,546.861,tbl
379,10.560,335.210,13,9570.339,ABCDEE+宋体,10.560,0,char,12,10.560,0,募集资金专项账户运作情况 ,307.490,True,10.560,84.504,238.7922222222222222222222222,522.141,532.701,tbl
380,10.560,335.210,13,9570.339,ABCDEE+宋体,10.560,0,char,12,10.560,0,本期债券扣除发行费用后的净募集资金已汇入开远兴远在开远市农村信用合作联社开立的募集资金专项账户 ,307.490,True,10.560,238.7922222222222222222222222,502.5933333333333333333333333,508.461,532.701,tbl
381,10.560,349.370,14,9598.059,ABCDEE+宋体,10.560,0,char,12,10.560,0,募集资金总额 ,335.210,True,10.560,84.504,238.7922222222222222222222222,494.421,504.981,tbl
382,5.280,349.370,14,9598.059,ABCDEE+宋体,10.560,0,char,12,10.560,0,3 ,335.210,True,5.280,238.7922222222222222222222222,502.5933333333333333333333333,494.421,504.981,tbl
383,10.560,363.410,15,9612.219,ABCDEE+宋体,10.560,0,char,12,10.560,0,募集资金期末余额 ,349.370,True,10.560,84.504,238.7922222222222222222222222,480.261,490.821,tbl
384,5.280,363.410,15,9612.219,ABCDEE+宋体,10.560,0,char,12,10.560,0,0 ,349.370,True,5.280,238.7922222222222222222222222,502.5933333333333333333333333,480.261,490.821,tbl
385,10.560,404.810,16,9626.379,ABCDEE+宋体,10.560,0,char,12,10.560,0,募集资金使用金额、使用情况及履行的程序 ,363.410,True,10.560,84.504,238.7922222222222222222222222,452.541,476.661,tbl
386,10.560,404.810,16,9626.379,ABCDEE+宋体,10.560,0,char,12,10.560,0,1.8亿元用于募投项目，1.2亿元用于补充流动资金。亿元用于补充流动资金。募集资金的使用履行了公司相应的审批程序。 ,363.410,True,5.280,238.7922222222222222222222222,502.5933333333333333333333333,438.981,476.661,tbl
387,10.560,432.530,17,9667.659,ABCDEE+宋体,10.560,0,char,12,10.560,0,募集资金是否存在违规使用及具体情况（如有） ,404.810,True,10.560,84.504,238.7922222222222222222222222,411.141,435.381,tbl
388,10.560,432.530,17,9674.499,ABCDEE+宋体,10.560,0,char,12,10.560,0,否 ,404.810,True,10.560,238.7922222222222222222222222,502.5933333333333333333333333,417.981,428.541,tbl
389,10.560,460.250,18,9695.379,ABCDEE+宋体,10.560,0,char,12,10.560,0,募集资金违规使用是否已完成整改及整改情况（如有） ,432.530,True,10.560,84.504,238.7922222222222222222222222,383.421,407.661,tbl
390,10.560,460.250,18,9702.219,ABCDEE+宋体,10.560,0,char,12,10.560,0,不适用 ,432.530,True,10.560,238.7922222222222222222222222,502.5933333333333333333333333,390.261,400.821,tbl
391,10.560,504.239,19,9754.799,ABCDEE+宋体,10.560,0,char,12,10.560,0,三、 报告期内资信评级情况,493.679,True,10.560,89.904,100.464,337.681,348.241,para
392,10.560,523.799,20,9774.359,ABCDEE+宋体,10.560,0,char,12,10.560,0,（一） 报告期内最新评级情况,513.239,True,10.560,89.904,142.460,318.121,328.681,para
393,10.560,543.479,21,9794.039,ABCDEE+宋体,10.560,0,char,12,10.560,0,√适用 □不适用,532.919,True,10.560,89.904,100.464,297.290,307.850,para
394,10.560,565.390,22,9814.199,ABCDEE+宋体,10.560,0,char,12,10.560,0,债券代码 ,551.230,True,10.560,84.504,238.7922222222222222222222222,277.130,287.690,tbl
395,5.280,565.390,22,9814.199,ABCDEE+宋体,10.560,0,char,12,10.560,0,"2080237.IB(银行间债券),152556.SH(上海) ",551.230,True,5.280,238.7922222222222222222222222,502.5933333333333333333333333,277.130,287.690,tbl
396,10.560,579.550,23,9828.239,ABCDEE+宋体,10.560,0,char,12,10.560,0,债券简称 ,565.390,True,10.560,84.504,238.7922222222222222222222222,263.090,273.650,tbl
397,10.560,579.550,23,9828.239,ABCDEE+宋体,10.560,0,char,12,10.560,0,20开远债01 ,565.390,True,5.280,238.7922222222222222222222222,502.5933333333333333333333333,263.090,274.801,tbl
398,10.560,593.590,24,9842.399,ABCDEE+宋体,10.560,0,char,12,10.560,0,评级机构 ,579.550,True,10.560,84.504,238.7922222222222222222222222,248.930,259.490,tbl
399,10.560,593.590,24,9842.399,ABCDEE+宋体,10.560,0,char,12,10.560,0,中证鹏元资信评估股份有限公司 ,579.550,True,10.560,238.7922222222222222222222222,502.5933333333333333333333333,248.930,259.490,tbl
400,10.560,607.750,25,9856.439,ABCDEE+宋体,10.560,0,char,12,10.560,0,评级报告出具时间 ,593.590,True,10.560,84.504,238.7922222222222222222222222,234.890,245.450,tbl
401,10.560,607.750,25,9856.439,ABCDEE+Calibri,10.560,0,char,12,10.560,0,2020年12月7日 ,593.590,True,5.354,238.7922222222222222222222222,502.5933333333333333333333333,234.890,246.601,tbl
402,10.560,621.910,26,9870.599,ABCDEE+宋体,10.560,0,char,12,10.560,0,评级结果披露地点 ,607.750,True,10.560,84.504,238.7922222222222222222222222,220.730,231.290,tbl
403,10.560,621.910,26,9870.599,ABCDEE+宋体,10.560,0,char,12,10.560,0,上海证券交易所、银行间市场 ,607.750,True,10.560,238.7922222222222222222222222,502.5933333333333333333333333,220.730,231.290,tbl
404,10.560,635.950,27,9884.759,ABCDEE+宋体,10.560,0,char,12,10.560,0,评级结论（主体） ,621.910,True,10.560,84.504,238.7922222222222222222222222,206.570,217.130,tbl
405,5.280,635.950,27,9884.759,ABCDEE+宋体,10.560,0,char,12,10.560,0,AA ,621.910,True,5.280,238.7922222222222222222222222,502.5933333333333333333333333,207.721,218.281,tbl
406,10.560,650.110,28,9898.799,ABCDEE+宋体,10.560,0,char,12,10.560,0,评级结论（债项） ,635.950,True,10.560,84.504,238.7922222222222222222222222,192.530,203.090,tbl
407,5.280,650.110,28,9898.799,ABCDEE+宋体,10.560,0,char,12,10.560,0,AA+ ,635.950,True,5.280,238.7922222222222222222222222,502.5933333333333333333333333,193.681,204.241,tbl
408,10.560,664.300,29,9912.989,ABCDEE+宋体,10.560,0,char,12,10.560,0,评级展望 ,650.110,True,10.560,84.504,238.7922222222222222222222222,178.340,188.900,tbl
409,10.560,664.300,29,9912.989,ABCDEE+宋体,10.560,0,char,12,10.560,0,稳定 ,650.110,True,10.560,238.7922222222222222222222222,502.5933333333333333333333333,178.340,188.900,tbl
410,10.560,678.340,30,9927.149,ABCDEE+宋体,10.560,0,char,12,10.560,0,是否列入信用观察名单 ,664.300,True,10.560,84.504,238.7922222222222222222222222,164.180,174.740,tbl
