,adv,bottom,cod,doctop,fontname,height,non_stroking_color,object_type,page_number,size,stroking_color,text,top,upright,width,x0,x1,y0,y1,type
0,0.534,52.162,0,51.202,Arial,0.960,0.2,char,1,0.960,0.2,0,51.202,True,0.534,504.940,505.474,789.758,790.718,para
1,6.643,54.052,1,44.092,Arial,9.960,0.2,char,1,9.960,0.2,B,44.092,True,6.643,498.340,504.983,787.868,797.828,para
2,15.960,173.510,2,157.550,ABCDEE+黑体,15.960,0,char,1,15.960,0,开远市兴远开发投资集团有限公司,157.550,True,15.960,177.140,193.100,668.410,684.370,para
3,14.040,203.840,3,189.800,ABCDEE+黑体,14.040,0,char,1,14.040,0,公司债券年度报告,189.800,True,14.040,241.490,255.530,638.080,652.120,para
4,14.040,235.040,4,221.000,ABCDEE+宋体,14.040,0,char,1,14.040,0,（2020年）,221.000,True,14.040,260.690,320.570,606.880,620.920,para
5,12.000,475.762,5,463.762,ABCDEE+宋体,12.000,0,char,1,12.000,0,二〇二一年四月,463.762,True,12.000,255.650,267.650,366.158,378.158,para
6,9.000,52.869,0,885.789,ABCDEE+宋体,9.000,0,char,2,9.000,0,开远市兴远开发投资集团有限公司公司债券年度报告（2020年）,43.869,True,9.000,170.420,415.990,788.070,797.070,para
7,12.000,96.872,1,926.792,ABCDEE+宋体,12.000,0,char,2,12.000,0,重要提示,84.872,True,12.000,273.530,285.530,745.048,757.048,para
8,10.560,138.549,2,969.909,ABCDEE+宋体,10.560,0,char,2,10.560,0,本公司董事、高级管理人员已对年度报告签署书面确认意见。公司监事会（如有）已,127.989,True,10.560,111.020,121.580,703.371,713.931,para
9,10.560,161.949,3,993.309,ABCDEE+宋体,10.560,0,char,2,10.560,0,对年度报告提出书面审核意见，监事已签署书面确认意见。,151.389,True,10.560,90.024,100.584,679.971,690.531,para
10,10.560,197.109,4,1028.469,ABCDEE+宋体,10.560,0,char,2,10.560,0,本公司及全体董事、监事、高级管理人员保证年度报告内容的真实、准确、完整，不,186.549,True,10.560,111.020,121.580,644.811,655.371,para
11,10.560,212.709,5,1044.069,ABCDEE+宋体,10.560,0,char,2,10.560,0,存在虚假记载、误导性陈述或重大遗漏，并承担相应的法律责任。,202.149,True,10.560,90.024,100.584,629.211,639.771,para
12,10.560,263.349,6,1094.709,ABCDEE+宋体,10.560,0,char,2,10.560,0,北京兴华会计师事务所（特殊普通合伙）为本公司出具了标准无保留意见的审计报告,252.789,True,10.560,111.020,121.580,578.571,589.131,para
13,10.560,286.779,7,1118.139,ABCDEE+宋体,10.560,0,char,2,10.560,0,。,276.219,True,10.560,90.024,100.584,555.141,565.701,para
14,4.563,792.186,8,1625.106,ABCDEE+Calibri,9.000,0,char,2,9.000,0,2,783.186,True,4.563,295.370,299.933,49.734,58.734,para
15,9.000,52.869,0,1727.709,ABCDEE+宋体,9.000,0,char,3,9.000,0,开远市兴远开发投资集团有限公司公司债券年度报告（2020年）,43.869,True,9.000,170.420,415.990,788.070,797.070,para
16,12.000,155.672,1,1827.512,ABCDEE+宋体,12.000,0,char,3,12.000,0,重大风险提示,143.672,True,12.000,261.530,273.530,686.248,698.248,para
17,10.560,197.349,2,1870.629,ABCDEE+宋体,10.560,0,char,3,10.560,0,投资者在评价和购买本期债券时，应认真考虑各项可能对本期债券的偿付、债券价值,186.789,True,10.560,111.020,121.580,644.571,655.131,para
18,10.560,220.749,3,1894.029,ABCDEE+宋体,10.560,0,char,3,10.560,0,判断和投资者权益保护产生重大不利影响的风险因素，并仔细阅读募集说明书中“风险与,210.189,True,10.560,90.024,100.584,621.171,631.731,para
19,10.560,244.149,4,1917.429,ABCDEE+宋体,10.560,0,char,3,10.560,0,对策”章节有关内容。,233.589,True,10.560,90.024,100.584,597.771,608.331,para
20,5.280,267.549,5,1940.829,ABCDEE+宋体,10.560,0,char,3,10.560,0,截至2020年12月31日，公司2020年面临的重大风险与募集说 明书所提示的风险因,256.989,True,5.280,111.020,289.610,574.371,584.931,para
21,10.560,290.979,6,1964.259,ABCDEE+宋体,10.560,0,char,3,10.560,0,素与上一年度无重大变化。,280.419,True,10.560,90.024,100.584,550.941,561.501,para
22,4.563,792.186,7,2467.026,ABCDEE+Calibri,9.000,0,char,3,9.000,0,3,783.186,True,4.563,295.370,299.933,49.734,58.734,para
23,9.000,52.869,0,2569.629,ABCDEE+宋体,9.000,0,char,4,9.000,0,开远市兴远开发投资集团有限公司公司债券年度报告（2020年）,43.869,True,9.000,170.420,415.990,788.070,797.070,para
24,14.040,88.020,1,2599.740,ABCDEE+宋体,14.040,0,char,4,14.040,0,目录,73.980,True,14.040,283.610,297.650,753.900,764.951,para
25,10.560,102.189,2,2617.389,ABCDEE+宋体,10.560,0,char,4,10.560,0,重要提示 ........................................................................................................................................... 2,91.629,True,10.560,89.904,100.464,738.580,749.140,para
26,10.560,115.869,3,2631.069,ABCDEE+宋体,10.560,0,char,4,10.560,0,重大风险提示 ................................................................................................................................... 3,105.309,True,10.560,89.904,100.464,724.900,735.460,para
27,10.560,129.429,4,2644.629,ABCDEE+宋体,10.560,0,char,4,10.560,0,释义................................................................................................................................................... 6,118.869,True,10.560,89.904,100.464,711.340,721.900,para
28,10.560,143.109,5,2658.309,ABCDEE+宋体,10.560,0,char,4,10.560,0,第一节 公司及相关中介机构简介 ....................................................................................... 7,132.549,True,10.560,89.904,163.460,697.660,708.220,para
29,10.560,156.669,6,2671.869,ABCDEE+宋体,10.560,0,char,4,10.560,0,一、 公司基本信息 ................................................................................................................... 7,146.109,True,10.560,90.264,142.820,684.100,694.660,para
30,10.560,170.349,7,2685.549,ABCDEE+宋体,10.560,0,char,4,10.560,0,二、 信息披露事务负责人 ....................................................................................................... 7,159.789,True,10.560,90.264,142.820,670.420,680.980,para
31,10.560,183.909,8,2699.109,ABCDEE+宋体,10.560,0,char,4,10.560,0,三、 信息披露网址及置备地 ................................................................................................... 7,173.349,True,10.560,90.264,142.820,656.860,667.420,para
32,10.560,197.589,9,2712.789,ABCDEE+宋体,10.560,0,char,4,10.560,0,四、 报告期内控股股东、实际控制人变更及变化情况 ....................................................... 8,187.029,True,10.560,90.264,142.820,643.180,653.740,para
33,10.560,211.149,10,2726.349,ABCDEE+宋体,10.560,0,char,4,10.560,0,五、 报告期内董事、监事、高级管理人员的变更情况 ....................................................... 8,200.589,True,10.560,90.264,142.820,629.620,640.180,para
34,10.560,224.829,11,2740.029,ABCDEE+宋体,10.560,0,char,4,10.560,0,六、 中介机构情况 ................................................................................................................... 8,214.269,True,10.560,90.264,142.820,615.940,626.500,para
35,10.560,238.389,12,2753.589,ABCDEE+宋体,10.560,0,char,4,10.560,0,第二节 公司债券事项 ......................................................................................................... 10,227.829,True,10.560,89.904,163.460,602.380,612.940,para
36,10.560,252.069,13,2767.269,ABCDEE+宋体,10.560,0,char,4,10.560,0,一、 债券基本信息 ................................................................................................................. 10,241.509,True,10.560,90.264,142.820,588.700,599.260,para
37,10.560,265.629,14,2780.829,ABCDEE+宋体,10.560,0,char,4,10.560,0,二、 募集资金使用情况 ......................................................................................................... 11,255.069,True,10.560,90.264,142.820,575.140,585.700,para
38,10.560,279.189,15,2794.389,ABCDEE+宋体,10.560,0,char,4,10.560,0,三、 报告期内资信评级情况 ................................................................................................. 12,268.629,True,10.560,90.264,142.820,561.580,572.140,para
39,10.560,292.899,16,2808.099,ABCDEE+宋体,10.560,0,char,4,10.560,0,四、 增信机制及其他偿债保障措施情况 ............................................................................. 13,282.339,True,10.560,90.264,142.820,547.870,558.430,para
40,10.560,306.459,17,2821.659,ABCDEE+宋体,10.560,0,char,4,10.560,0,五、 偿债计划......................................................................................................................... 14,295.899,True,10.560,90.264,142.820,534.310,544.870,para
41,10.560,320.139,18,2835.339,ABCDEE+宋体,10.560,0,char,4,10.560,0,六、 专项偿债账户设置情况 ................................................................................................. 15,309.579,True,10.560,90.264,142.820,520.630,531.190,para
42,10.560,333.699,19,2848.899,ABCDEE+宋体,10.560,0,char,4,10.560,0,七、 报告期内持有人会议召开情况 ..................................................................................... 15,323.139,True,10.560,90.264,142.820,507.070,517.630,para
43,10.560,347.379,20,2862.579,ABCDEE+宋体,10.560,0,char,4,10.560,0,八、 受托管理人（包含债权代理人）履职情况 ................................................................. 15,336.819,True,10.560,90.264,142.820,493.390,503.950,para
44,10.560,360.939,21,2876.139,ABCDEE+宋体,10.560,0,char,4,10.560,0,第三节 业务经营和公司治理情况 ..................................................................................... 16,350.379,True,10.560,89.904,163.460,479.830,490.390,para
45,10.560,374.619,22,2889.819,ABCDEE+宋体,10.560,0,char,4,10.560,0,一、 公司业务和经营情况 ..................................................................................................... 16,364.059,True,10.560,90.264,142.820,466.150,476.710,para
46,10.560,388.179,23,2903.379,ABCDEE+宋体,10.560,0,char,4,10.560,0,二、 投资状况......................................................................................................................... 18,377.619,True,10.560,90.264,142.820,452.590,463.150,para
47,10.560,401.859,24,2917.059,ABCDEE+宋体,10.560,0,char,4,10.560,0,三、 与主要客户业务往来时是否发生严重违约 ................................................................. 18,391.299,True,10.560,90.264,142.820,438.910,449.470,para
48,10.560,415.419,25,2930.619,ABCDEE+宋体,10.560,0,char,4,10.560,0,四、 公司治理情况 ................................................................................................................. 19,404.859,True,10.560,90.264,142.820,425.350,435.910,para
49,10.560,429.099,26,2944.299,ABCDEE+宋体,10.560,0,char,4,10.560,0,五、 非经营性往来占款或资金拆借 ..................................................................................... 19,418.539,True,10.560,90.264,142.820,411.670,422.230,para
50,10.560,442.659,27,2957.859,ABCDEE+宋体,10.560,0,char,4,10.560,0,第四节 财务情况 ................................................................................................................. 19,432.099,True,10.560,89.904,163.460,398.110,408.670,para
51,10.560,456.339,28,2971.539,ABCDEE+宋体,10.560,0,char,4,10.560,0,一、 财务报告审计情况 ......................................................................................................... 19,445.779,True,10.560,90.264,142.820,384.430,394.990,para
52,10.560,469.899,29,2985.099,ABCDEE+宋体,10.560,0,char,4,10.560,0,二、 会计政策、会计估计变更或重大会计差错更正 ......................................................... 19,459.339,True,10.560,90.264,142.820,370.870,381.430,para
53,10.560,483.599,30,2998.799,ABCDEE+宋体,10.560,0,char,4,10.560,0,三、 合并报表范围调整 ......................................................................................................... 20,473.039,True,10.560,90.264,142.820,357.170,367.730,para
54,10.560,497.159,31,3012.359,ABCDEE+宋体,10.560,0,char,4,10.560,0,四、 主要会计数据和财务指标 ............................................................................................. 20,486.599,True,10.560,90.264,142.820,343.610,354.170,para
55,10.560,510.839,32,3026.039,ABCDEE+宋体,10.560,0,char,4,10.560,0,五、 资产情况......................................................................................................................... 21,500.279,True,10.560,90.264,142.820,329.930,340.490,para
56,10.560,524.399,33,3039.599,ABCDEE+宋体,10.560,0,char,4,10.560,0,六、 负债情况......................................................................................................................... 22,513.839,True,10.560,90.264,142.820,316.370,326.930,para
57,10.560,538.079,34,3053.279,ABCDEE+宋体,10.560,0,char,4,10.560,0,七、 利润及其他损益来源情况 ............................................................................................. 24,527.519,True,10.560,90.264,142.820,302.690,313.250,para
58,10.560,551.639,35,3066.839,ABCDEE+宋体,10.560,0,char,4,10.560,0,八、 报告期内经营性活动现金流的来源及可持续性 ......................................................... 24,541.079,True,10.560,90.264,142.820,289.130,299.690,para
59,10.560,565.319,36,3080.519,ABCDEE+宋体,10.560,0,char,4,10.560,0,九、 对外担保情况 ................................................................................................................. 24,554.759,True,10.560,90.264,142.820,275.450,286.010,para
60,10.560,578.879,37,3094.079,ABCDEE+宋体,10.560,0,char,4,10.560,0,第五节 重大事项 ................................................................................................................. 25,568.319,True,10.560,89.904,163.460,261.890,272.450,para
61,10.560,592.439,38,3107.639,ABCDEE+宋体,10.560,0,char,4,10.560,0,一、 关于重大诉讼、仲裁或受到重大行政处罚的事项 ..................................................... 25,581.879,True,10.560,90.264,142.820,248.330,258.890,para
62,10.560,606.119,39,3121.319,ABCDEE+宋体,10.560,0,char,4,10.560,0,二、 关于破产相关事项 ......................................................................................................... 25,595.559,True,10.560,90.264,142.820,234.650,245.210,para
63,10.560,619.679,40,3134.879,ABCDEE+宋体,10.560,0,char,4,10.560,0,三、 关于被司法机关调查、被采取强制措施或被列为失信被执行人等事项 ................. 25,609.119,True,10.560,90.264,142.820,221.090,231.650,para
64,10.560,633.359,41,3148.559,ABCDEE+宋体,10.560,0,char,4,10.560,0,四、 其他重大事项的信息披露情况 ..................................................................................... 25,622.799,True,10.560,90.264,142.820,207.410,217.970,para
65,10.560,646.919,42,3162.119,ABCDEE+宋体,10.560,0,char,4,10.560,0,第六节 特定品种债券应当披露的其他事项 ..................................................................... 25,636.359,True,10.560,89.904,163.460,193.850,204.410,para
66,10.560,660.599,43,3175.799,ABCDEE+宋体,10.560,0,char,4,10.560,0,一、发行人为可交换债券发行人 ................................................................................................ 25,650.039,True,10.560,90.264,100.824,180.170,190.730,para
67,10.560,674.189,44,3189.389,ABCDEE+宋体,10.560,0,char,4,10.560,0,二、发行人为非上市公司非公开发行可转换公司债券发行人 ................................................. 25,663.629,True,10.560,90.264,100.824,166.580,177.140,para
68,10.560,687.869,45,3203.069,ABCDEE+宋体,10.560,0,char,4,10.560,0,三、发行人为一带一路/绿色/扶贫/纾困公司债券发行人 ...................................................... 25,677.309,True,10.560,90.264,100.824,152.900,163.460,para
69,10.560,701.429,46,3216.629,ABCDEE+宋体,10.560,0,char,4,10.560,0,四、发行人为可续期公司债券发行人 ........................................................................................ 25,690.869,True,10.560,90.264,100.824,139.340,149.900,para
70,10.560,715.109,47,3230.309,ABCDEE+宋体,10.560,0,char,4,10.560,0,五、其他特定品种债券事项 ........................................................................................................ 25,704.549,True,10.560,90.264,100.824,125.660,136.220,para
71,10.560,728.669,48,3243.869,ABCDEE+宋体,10.560,0,char,4,10.560,0,第七节 发行人认为应当披露的其他事项 ......................................................................... 25,718.109,True,10.560,89.904,163.460,112.100,122.660,para
72,10.560,742.349,49,3257.549,ABCDEE+宋体,10.560,0,char,4,10.560,0,第八节 备查文件目录 ......................................................................................................... 27,731.789,True,10.560,89.904,163.460,98.420,108.980,para
73,10.560,755.905,50,3271.105,ABCDEE+宋体,10.560,0,char,4,10.560,0,财务报表 ......................................................................................................................................... 29,745.345,True,10.560,89.904,100.464,84.864,95.424,para
74,4.563,792.186,51,3308.946,ABCDEE+Calibri,9.000,0,char,4,9.000,0,4,783.186,True,4.563,295.370,299.933,49.734,58.734,para
75,9.000,52.869,0,3411.549,ABCDEE+宋体,9.000,0,char,5,9.000,0,开远市兴远开发投资集团有限公司公司债券年度报告（2020年）,43.869,True,9.000,170.420,415.990,788.070,797.070,para
76,10.560,84.049,1,3441.169,ABCDEE+宋体,10.560,0,char,5,10.560,0,附件一： 发行人财务报表..................................................................................................... 29,73.489,True,10.560,90.264,163.820,756.720,767.280,para
77,10.560,97.629,2,3454.749,ABCDEE+宋体,10.560,0,char,5,10.560,0,担保人财务报表 ............................................................................................................................. 42,87.069,True,10.560,89.904,100.464,743.140,753.700,para
78,4.563,792.186,3,4150.866,ABCDEE+Calibri,9.000,0,char,5,9.000,0,5,783.186,True,4.563,295.370,299.933,49.734,58.734,para
79,9.000,52.869,0,4253.469,ABCDEE+宋体,9.000,0,char,6,9.000,0,开远市兴远开发投资集团有限公司公司债券年度报告（2020年）,43.869,True,9.000,170.420,415.990,788.070,797.070,para
80,12.000,111.272,1,4308.872,ABCDEE+宋体,12.000,0,char,6,12.000,0,释义,99.272,True,12.000,285.650,297.650,730.648,742.648,para
81,10.560,161.300,2,4358.469,ABCDEE+宋体,10.560,0,char,6,10.560,0,发行人/公司/开远兴远/本公司 ,147.260,True,10.560,84.504,238.730,682.491,693.051,tbl
82,10.560,161.300,2,4358.469,ABCDEE+宋体,10.560,0,char,6,10.560,0,指 ,147.260,True,10.560,238.730,267.170,682.491,693.051,tbl
83,10.560,161.300,2,4358.469,ABCDEE+宋体,10.560,0,char,6,10.560,0,开远市兴远开发投资集团有限公司 ,147.260,True,10.560,267.170,510.700,682.491,693.051,tbl
84,10.560,189.380,3,4379.589,ABCDEE+宋体,10.560,0,char,6,10.560,0,20开远债01 ,161.300,True,5.280,84.504,238.730,661.371,671.931,tbl
85,10.560,189.380,3,4379.589,ABCDEE+宋体,10.560,0,char,6,10.560,0,指 ,161.300,True,10.560,238.730,267.170,661.371,671.931,tbl
86,10.560,189.380,3,4372.869,ABCDEE+宋体,10.560,0,char,6,10.560,0,2020年开远市兴远开发投资集团有限公司公司债券（品种一） ,161.300,True,5.280,267.170,510.700,654.531,678.651,tbl
87,10.560,217.340,4,4407.669,ABCDEE+宋体,10.560,0,char,6,10.560,0,21开远债 ,189.380,True,5.280,84.504,238.730,633.291,643.851,tbl
88,10.560,217.340,4,4407.669,ABCDEE+宋体,10.560,0,char,6,10.560,0,指 ,189.380,True,10.560,238.730,267.170,633.291,643.851,tbl
89,10.560,217.340,4,4400.829,ABCDEE+宋体,10.560,0,char,6,10.560,0,2021年开远市兴远开发投资集团有限公司公司债券（品种二） ,189.380,True,5.280,267.170,510.700,626.571,650.691,tbl
90,10.560,231.740,5,4428.789,ABCDEE+宋体,10.560,0,char,6,10.560,0,银行间 ,217.340,True,10.560,84.504,238.730,612.171,622.731,tbl
91,10.560,231.740,5,4428.789,ABCDEE+宋体,10.560,0,char,6,10.560,0,指 ,217.340,True,10.560,238.730,267.170,612.171,622.731,tbl
92,10.560,231.740,5,4428.789,ABCDEE+宋体,10.560,0,char,6,10.560,0,银行间债券市场 ,217.340,True,10.560,267.170,510.700,612.171,622.731,tbl
93,10.560,246.020,6,4443.189,ABCDEE+宋体,10.560,0,char,6,10.560,0,国家发改委 ,231.740,True,10.560,84.504,238.730,597.771,608.331,tbl
94,10.560,246.020,6,4443.189,ABCDEE+宋体,10.560,0,char,6,10.560,0,指 ,231.740,True,10.560,238.730,267.170,597.771,608.331,tbl
95,10.560,246.020,6,4443.189,ABCDEE+宋体,10.560,0,char,6,10.560,0,国家发展和改革委员会 ,231.740,True,10.560,267.170,510.700,597.771,608.331,tbl
96,10.560,260.420,7,4457.469,ABCDEE+宋体,10.560,0,char,6,10.560,0,上交所 ,246.020,True,10.560,84.504,238.730,583.491,594.051,tbl
97,10.560,260.420,7,4457.469,ABCDEE+宋体,10.560,0,char,6,10.560,0,指 ,246.020,True,10.560,238.730,267.170,583.491,594.051,tbl
98,10.560,260.420,7,4457.469,ABCDEE+宋体,10.560,0,char,6,10.560,0,上海证券交易所 ,246.020,True,10.560,267.170,510.700,583.491,594.051,tbl
99,10.560,274.820,8,4471.869,ABCDEE+宋体,10.560,0,char,6,10.560,0,担保人（20开远债01） ,260.420,True,5.280,84.504,238.730,569.091,579.651,tbl
100,10.560,274.820,8,4471.869,ABCDEE+宋体,10.560,0,char,6,10.560,0,指 ,260.420,True,10.560,238.730,267.170,569.091,579.651,tbl
101,10.560,274.820,8,4471.869,ABCDEE+宋体,10.560,0,char,6,10.560,0,重庆进出口融资担保有限公司 ,260.420,True,10.560,267.170,510.700,569.091,579.651,tbl
102,10.560,289.130,9,4486.299,ABCDEE+宋体,10.560,0,char,6,10.560,0,担保人（21开远债） ,274.820,True,10.560,84.504,238.730,554.661,565.221,tbl
103,10.560,289.130,9,4486.299,ABCDEE+宋体,10.560,0,char,6,10.560,0,指 ,274.820,True,10.560,238.730,267.170,554.661,565.221,tbl
104,10.560,289.130,9,4486.299,ABCDEE+宋体,10.560,0,char,6,10.560,0,云南省融资担保有限责任公司 ,274.820,True,10.560,267.170,510.700,554.661,565.221,tbl
105,10.560,303.530,10,4500.699,ABCDEE+宋体,10.560,0,char,6,10.560,0,红塔证券（20开远债01） ,289.130,True,5.280,84.504,238.730,540.261,550.821,tbl
106,10.560,303.530,10,4500.699,ABCDEE+宋体,10.560,0,char,6,10.560,0,指 ,289.130,True,10.560,238.730,267.170,540.261,550.821,tbl
107,10.560,303.530,10,4500.699,ABCDEE+宋体,10.560,0,char,6,10.560,0,红塔证券股份有限公司 ,289.130,True,10.560,267.170,510.700,540.261,550.821,tbl
108,10.560,317.930,11,4514.979,ABCDEE+宋体,10.560,0,char,6,10.560,0,红塔证券（21开远债） ,303.530,True,10.560,84.504,238.730,525.981,536.541,tbl
109,10.560,317.930,11,4514.979,ABCDEE+宋体,10.560,0,char,6,10.560,0,指 ,303.530,True,10.560,238.730,267.170,525.981,536.541,tbl
110,10.560,317.930,11,4514.979,ABCDEE+宋体,10.560,0,char,6,10.560,0,红塔证券股份有限公司 ,303.530,True,10.560,267.170,510.700,525.981,536.541,tbl
111,10.560,345.890,12,4529.379,ABCDEE+宋体,10.560,0,char,6,10.560,0,债券受托管理人（20开远债01） ,317.930,True,5.280,84.504,238.730,497.901,522.141,tbl
112,10.560,345.890,12,4536.219,ABCDEE+宋体,10.560,0,char,6,10.560,0,指 ,317.930,True,10.560,238.730,267.170,504.741,515.301,tbl
113,10.560,345.890,12,4536.219,ABCDEE+宋体,10.560,0,char,6,10.560,0,开远市农村信用合作联社 ,317.930,True,10.560,267.170,510.700,504.741,515.301,tbl
114,10.560,360.290,13,4557.339,ABCDEE+宋体,10.560,0,char,6,10.560,0,债券受托管理人（21开远债） ,345.890,True,10.560,84.504,238.730,483.621,494.181,tbl
115,10.560,360.290,13,4557.339,ABCDEE+宋体,10.560,0,char,6,10.560,0,指 ,345.890,True,10.560,238.730,267.170,483.621,494.181,tbl
116,10.560,360.290,13,4557.339,ABCDEE+宋体,10.560,0,char,6,10.560,0,开远市农村信用合作联社 ,345.890,True,10.560,267.170,510.700,483.621,494.181,tbl
117,10.560,374.690,14,4571.739,ABCDEE+宋体,10.560,0,char,6,10.560,0,报告期 ,360.290,True,10.560,84.504,238.730,469.221,479.781,tbl
118,10.560,374.690,14,4571.739,ABCDEE+宋体,10.560,0,char,6,10.560,0,指 ,360.290,True,10.560,238.730,267.170,469.221,479.781,tbl
119,10.560,374.690,14,4571.739,ABCDEE+宋体,10.560,0,char,6,10.560,0,2020年1-12月 ,360.290,True,5.280,267.170,510.700,469.221,479.781,tbl
120,10.560,388.970,15,4586.139,ABCDEE+宋体,10.560,0,char,6,10.560,0,元、万元、亿元 ,374.690,True,10.560,84.504,238.730,454.821,465.381,tbl
121,10.560,388.970,15,4586.139,ABCDEE+宋体,10.560,0,char,6,10.560,0,指 ,374.690,True,10.560,238.730,267.170,454.821,465.381,tbl
122,10.560,388.970,15,4586.139,ABCDEE+宋体,10.560,0,char,6,10.560,0,人民币元、人民币万元、人民币亿元 ,374.690,True,10.560,267.170,510.700,454.821,465.381,tbl
123,10.560,403.370,16,4600.419,ABCDEE+宋体,10.560,0,char,6,10.560,0,《公司法》 ,388.970,True,10.560,84.504,238.730,440.541,451.101,tbl
124,10.560,403.370,16,4600.419,ABCDEE+宋体,10.560,0,char,6,10.560,0,指 ,388.970,True,10.560,238.730,267.170,440.541,451.101,tbl
125,10.560,403.370,16,4600.419,ABCDEE+宋体,10.560,0,char,6,10.560,0,《中华人民共和国公司法》 ,388.970,True,10.560,267.170,510.700,440.541,451.101,tbl
126,10.560,417.530,17,4614.819,ABCDEE+宋体,10.560,0,char,6,10.560,0,《证券法》 ,403.370,True,10.560,84.504,238.730,426.141,436.701,tbl
127,10.560,417.530,17,4614.819,ABCDEE+宋体,10.560,0,char,6,10.560,0,指 ,403.370,True,10.560,238.730,267.170,426.141,436.701,tbl
128,10.560,417.530,17,4614.819,ABCDEE+宋体,10.560,0,char,6,10.560,0,《中华人民共和国证券法》 ,403.370,True,10.560,267.170,510.700,426.141,436.701,tbl
129,4.563,792.186,18,4992.786,ABCDEE+Calibri,9.000,0,char,6,9.000,0,6,783.186,True,4.563,295.370,299.933,49.734,58.734,para
130,9.000,52.869,0,5095.389,ABCDEE+宋体,9.000,0,char,7,9.000,0,开远市兴远开发投资集团有限公司公司债券年度报告（2020年）,43.869,True,9.000,170.420,415.990,788.070,797.070,para
131,12.000,85.692,1,5125.212,ABCDEE+宋体,12.000,0,char,7,12.000,0,第一节 公司及相关中介机构简介,73.692,True,12.000,210.410,222.410,756.228,768.228,para
132,10.560,133.509,2,5174.469,ABCDEE+宋体,10.560,0,char,7,10.560,0,一、 公司基本信息,122.949,True,10.560,89.904,100.464,708.411,718.971,para
133,10.560,155.420,3,5194.629,ABCDEE+宋体,10.560,0,char,7,10.560,0,中文名称 ,141.380,True,10.560,84.504,203.2668421052631578947368421,688.251,698.811,tbl
134,10.560,155.420,3,5194.629,ABCDEE+宋体,10.560,0,char,7,10.560,0,开远市兴远开发投资集团有限公司 ,141.380,True,10.560,203.2668421052631578947368421,510.940,688.251,698.811,tbl
135,10.560,169.580,4,5208.789,ABCDEE+宋体,10.560,0,char,7,10.560,0,中文简称 ,155.420,True,10.560,84.504,203.2668421052631578947368421,674.091,684.651,tbl
136,10.560,169.580,4,5208.789,ABCDEE+宋体,10.560,0,char,7,10.560,0,开远兴远 ,155.420,True,10.560,203.2668421052631578947368421,510.940,674.091,684.651,tbl
137,10.560,183.740,5,5222.829,ABCDEE+宋体,10.560,0,char,7,10.560,0,外文名称（如有） ,169.580,True,10.560,84.504,203.2668421052631578947368421,660.051,670.611,tbl
138,5.280,183.740,5,5222.829,ABCDEE+宋体,10.560,0,char,7,10.560,0,- ,169.580,True,5.280,203.2668421052631578947368421,510.940,660.051,670.611,tbl
139,10.560,197.780,6,5236.989,ABCDEE+宋体,10.560,0,char,7,10.560,0,外文缩写（如有） ,183.740,True,10.560,84.504,203.2668421052631578947368421,645.891,656.451,tbl
140,5.280,197.780,6,5236.989,ABCDEE+宋体,10.560,0,char,7,10.560,0,- ,183.740,True,5.280,203.2668421052631578947368421,510.940,645.891,656.451,tbl
141,10.560,211.940,7,5251.149,ABCDEE+宋体,10.560,0,char,7,10.560,0,法定代表人 ,197.780,True,10.560,84.504,203.2668421052631578947368421,631.731,642.291,tbl
142,10.560,211.940,7,5251.149,ABCDEE+宋体,10.560,0,char,7,10.560,0,普金 ,197.780,True,10.560,203.2668421052631578947368421,510.940,631.731,642.291,tbl
143,10.560,226.100,8,5265.189,ABCDEE+宋体,10.560,0,char,7,10.560,0,注册地址 ,211.940,True,10.560,84.504,203.2668421052631578947368421,617.691,628.251,tbl
144,10.560,226.100,8,5265.189,ABCDEE+宋体,10.560,0,char,7,10.560,0,云南省红河哈尼族彝族自治州 开远市灵泉东路84号 ,211.940,True,5.280,203.2668421052631578947368421,510.940,617.691,628.251,tbl
145,10.560,240.140,9,5279.349,ABCDEE+宋体,10.560,0,char,7,10.560,0,办公地址 ,226.100,True,10.560,84.504,203.2668421052631578947368421,603.531,614.091,tbl
146,10.560,240.140,9,5279.349,ABCDEE+宋体,10.560,0,char,7,10.560,0,云南省红河哈尼族彝族自治州 开远市灵泉东路84号 ,226.100,True,5.280,203.2668421052631578947368421,510.940,603.531,614.091,tbl
147,10.560,254.300,10,5293.389,ABCDEE+宋体,10.560,0,char,7,10.560,0,办公地址的邮政编码 ,240.140,True,10.560,84.504,203.2668421052631578947368421,589.491,600.051,tbl
148,5.280,254.300,10,5293.389,ABCDEE+宋体,10.560,0,char,7,10.560,0,661699 ,240.140,True,5.280,203.2668421052631578947368421,510.940,589.491,600.051,tbl
149,10.560,268.460,11,5307.549,ABCDEE+宋体,10.560,0,char,7,10.560,0,公司网址 ,254.300,True,10.560,84.504,203.2668421052631578947368421,575.331,585.891,tbl
150,5.280,268.460,11,5307.549,ABCDEE+宋体,10.560,0,char,7,10.560,0,- ,254.300,True,5.280,203.2668421052631578947368421,510.940,575.331,585.891,tbl
151,10.560,282.500,12,5321.709,ABCDEE+宋体,10.560,0,char,7,10.560,0,电子信箱 ,268.460,True,10.560,84.504,203.2668421052631578947368421,561.171,571.731,tbl
152,5.280,282.500,12,5321.709,ABCDEE+宋体,10.560,0,char,7,10.560,0,- ,268.460,True,5.280,203.2668421052631578947368421,510.940,561.171,571.731,tbl
