,adv,bottom,cod,doctop,fontname,height,non_stroking_color,object_type,page_number,size,stroking_color,text,top,type,upright,width,x0,x1,y0,y1,is_para,xiuzheng
1919,10.56,692.98,36,27621.029,ABCDEE+宋体,10.56,0,char,33,10.56,0,资本公积 ,676.66,tbl,TRUE,10.56,84.624,241.13,150.62,161.18,,
1920,5.354,692.98,36,27621.94,ABCDEE+Calibri,10.56,0,char,33,10.56,0,"4,343,299,533.51",676.66,tbl,TRUE,5.354,241.13,379.03,150.86,161.42,,
1921,5.354,692.98,36,27621.94,ABCDEE+Calibri,10.56,0,char,33,10.56,0,"4,343,891,583.55",676.66,tbl,TRUE,5.354,379.03,510.34,150.86,161.42,,
1922,10.56,709.3,37,27637.349,ABCDEE+宋体,10.56,0,char,33,10.56,0,减：库存股 ,692.98,tbl,TRUE,10.56,84.624,241.13,134.3,144.86,,
1923,2.387,709.3,37,27638.26,ABCDEE+Calibri,10.56,0,char,33,10.56,0, ,692.98,tbl,TRUE,2.387,241.13,379.03,134.54,145.1,,
1924,2.387,709.3,37,27638.26,ABCDEE+Calibri,10.56,0,char,33,10.56,0, ,692.98,tbl,TRUE,2.387,379.03,510.34,134.54,145.1,,
1925,10.56,725.74,38,27653.789,ABCDEE+宋体,10.56,0,char,33,10.56,0,其他综合收益 ,709.3,tbl,TRUE,10.56,84.624,241.13,117.86,128.42,,
1926,2.387,725.74,38,27654.7,ABCDEE+Calibri,10.56,0,char,33,10.56,0, ,709.3,tbl,TRUE,2.387,241.13,379.03,118.1,128.66,,
1927,2.387,725.74,38,27654.7,ABCDEE+Calibri,10.56,0,char,33,10.56,0, ,709.3,tbl,TRUE,2.387,379.03,510.34,118.1,128.66,,
1928,10.56,742.056,39,27670.109,ABCDEE+宋体,10.56,0,char,33,10.56,0,专项储备 ,725.74,tbl,TRUE,10.56,84.624,241.13,101.54,112.1,,
1929,2.387,742.056,39,27671.02,ABCDEE+Calibri,10.56,0,char,33,10.56,0, ,725.74,tbl,TRUE,2.387,241.13,379.03,101.78,112.34,,
1930,2.387,742.056,39,27671.02,ABCDEE+Calibri,10.56,0,char,33,10.56,0, ,725.74,tbl,TRUE,2.387,379.03,510.34,101.78,112.34,,
1931,10.56,758.376,40,27686.425,ABCDEE+宋体,10.56,0,char,33,10.56,0,盈余公积 ,742.056,tbl,TRUE,10.56,84.624,241.13,85.224,95.784,,
1932,5.354,758.376,40,27687.336,ABCDEE+Calibri,10.56,0,char,33,10.56,0,"66,825,372.67",742.056,tbl,TRUE,5.354,241.13,379.03,85.464,96.024,,
1933,5.354,758.376,40,27687.336,ABCDEE+Calibri,10.56,0,char,33,10.56,0,"58,265,384.12",742.056,tbl,TRUE,5.354,379.03,510.34,85.464,96.024,,
1934,10.56,88.68,0,27858.649,ABCDEE+宋体,10.56,0,char,34,10.56,0,未分配利润 ,72.36,tbl,TRUE,10.56,84.624,241.13,754.92,765.48,,
1935,5.354,88.68,0,27859.56,ABCDEE+Calibri,10.56,0,char,34,10.56,0,"598,444,251.37",72.36,tbl,TRUE,5.354,241.13,379.03,755.16,765.72,,
1936,5.354,88.68,0,27859.56,ABCDEE+Calibri,10.56,0,char,34,10.56,0,"524,404,354.43",72.36,tbl,TRUE,5.354,379.03,510.7735484,755.16,765.72,,
1937,10.56,120.62,1,27874.989,ABCDEE+宋体,10.56,0,char,34,10.56,0,所有者权益（或股东益）合计 ,88.68,tbl,TRUE,10.56,84.624,241.13,722.98,750.291,,
1938,5.354,120.62,1,27875.9,ABCDEE+Calibri,10.56,0,char,34,10.56,0,"5,404,019,157.55",88.68,tbl,TRUE,5.354,241.13,379.03,738.82,749.38,,
1939,5.354,120.62,1,27875.9,ABCDEE+Calibri,10.56,0,char,34,10.56,0,"5,316,561,322.10",88.68,tbl,TRUE,5.354,379.03,510.7735484,738.82,749.38,,
1940,10.56,152.66,2,27907.029,ABCDEE+宋体,10.56,0,char,34,10.56,0,负债和所有者权益（或股东权益）总计 ,120.62,tbl,TRUE,10.56,84.624,241.13,690.94,718.251,,
1941,5.354,152.66,2,27907.94,ABCDEE+Calibri,10.56,0,char,34,10.56,0,"10,283,367,959.07",120.62,tbl,TRUE,5.354,241.13,379.03,706.78,717.34,,
1942,5.354,152.66,2,27907.94,ABCDEE+Calibri,10.56,0,char,34,10.56,0,"6,675,709,012.63",120.62,tbl,TRUE,5.354,379.03,510.7735484,706.78,717.34,,
1943,10.56,181.749,3,27954.549,ABCDEE+宋体,10.56,0,char,34,10.56,0,法定代表人：普金 主管会计工作负责人：王兵 会计机构负责人：任颖秋,171.189,para,TRUE,10.56,90.024,321.17,659.02,669.58,0,
1944,10.56,212.949,4,27985.749,ABCDEE+宋体,10.56,0,char,34,10.56,0,合并利润表,202.389,para,TRUE,10.56,271.37,281.93,627.82,638.38,0,
1945,5.354,228.549,5,28001.349,ABCDEE+Calibri,10.56,0,char,34,10.56,0,2020年1—12月,217.989,para,TRUE,5.354,259.85,335.57,612.22,623.931,0,
1946,2.387,244.149,6,28016.949,ABCDEE+Calibri,10.56,0,char,34,10.56,0,单位:元  币种:人民币,233.589,para,TRUE,2.387,405.31,460.75,596.62,607.18,0,
1947,10.56,262.94,7,28033.029,ABCDEE+宋体,10.56,0,char,34,10.56,0,项目 ,246.86,tbl,TRUE,10.56,84.624,273.65,580.54,591.1,,
1948,10.56,262.94,7,28033.029,"ABCDEE+Calibri,Bold",10.56,0,char,34,10.56,0,2020年度 ,246.86,tbl,TRUE,5.354,273.65,392.11,580.54,591.1,,
1949,10.56,262.94,7,28033.029,"ABCDEE+Calibri,Bold",10.56,0,char,34,10.56,0,2019年度 ,246.86,tbl,TRUE,5.354,392.11,510.7735484,580.54,591.1,,
1950,10.56,279.02,8,28049.109,ABCDEE+宋体,10.56,0,char,34,10.56,0,一、营业总收入 ,262.94,tbl,TRUE,10.56,84.624,273.65,564.46,575.02,,
1951,5.354,279.02,8,28050.02,ABCDEE+Calibri,10.56,0,char,34,10.56,0,"1,307,971,689.57",262.94,tbl,TRUE,5.354,273.65,392.11,564.7,575.26,,
1952,5.354,279.02,8,28050.02,ABCDEE+Calibri,10.56,0,char,34,10.56,0,"683,079,323.72",262.94,tbl,TRUE,5.354,392.11,510.7735484,564.7,575.26,,
1953,10.56,295.13,9,28065.219,ABCDEE+宋体,10.56,0,char,34,10.56,0,其中：营业收入 ,279.02,tbl,TRUE,10.56,84.624,273.65,548.35,558.91,,
1954,5.354,295.13,9,28066.13,ABCDEE+Calibri,10.56,0,char,34,10.56,0,"1,307,971,689.57",279.02,tbl,TRUE,5.354,273.65,392.11,548.59,559.15,,
1955,5.354,295.13,9,28066.13,ABCDEE+Calibri,10.56,0,char,34,10.56,0,"683,079,323.72",279.02,tbl,TRUE,5.354,392.11,510.7735484,548.59,559.15,,
1956,10.56,311.33,10,28081.419,ABCDEE+宋体,10.56,0,char,34,10.56,0,利息收入 ,295.13,tbl,TRUE,10.56,84.624,273.65,532.15,542.71,,
1957,2.387,311.33,10,28082.33,ABCDEE+Calibri,10.56,0,char,34,10.56,0, ,295.13,tbl,TRUE,2.387,273.65,392.11,532.39,542.95,,
1958,2.387,311.33,10,28082.33,ABCDEE+Calibri,10.56,0,char,34,10.56,0, ,295.13,tbl,TRUE,2.387,392.11,510.7735484,532.39,542.95,,
1959,10.56,327.41,11,28097.499,ABCDEE+宋体,10.56,0,char,34,10.56,0,已赚保费 ,311.33,tbl,TRUE,10.56,84.624,273.65,516.07,526.63,,
1960,2.387,327.41,11,28098.41,ABCDEE+Calibri,10.56,0,char,34,10.56,0, ,311.33,tbl,TRUE,2.387,273.65,392.11,516.31,526.87,,
1961,2.387,327.41,11,28098.41,ABCDEE+Calibri,10.56,0,char,34,10.56,0, ,311.33,tbl,TRUE,2.387,392.11,510.7735484,516.31,526.87,,
1962,10.56,343.49,12,28113.579,ABCDEE+宋体,10.56,0,char,34,10.56,0,手续费及佣金收入 ,327.41,tbl,TRUE,10.56,84.624,273.65,499.99,510.55,,
1963,2.387,343.49,12,28114.49,ABCDEE+Calibri,10.56,0,char,34,10.56,0, ,327.41,tbl,TRUE,2.387,273.65,392.11,500.23,510.79,,
1964,2.387,343.49,12,28114.49,ABCDEE+Calibri,10.56,0,char,34,10.56,0, ,327.41,tbl,TRUE,2.387,392.11,510.7735484,500.23,510.79,,
1965,10.56,359.57,13,28129.659,ABCDEE+宋体,10.56,0,char,34,10.56,0,二、营业总成本 ,343.49,tbl,TRUE,10.56,84.624,273.65,483.91,494.47,,
1966,5.354,359.57,13,28130.57,ABCDEE+Calibri,10.56,0,char,34,10.56,0,"1,225,910,227.89",343.49,tbl,TRUE,5.354,273.65,392.11,484.15,494.71,,
1967,5.354,359.57,13,28130.57,ABCDEE+Calibri,10.56,0,char,34,10.56,0,"606,952,691.20",343.49,tbl,TRUE,5.354,392.11,510.7735484,484.15,494.71,,
1968,10.56,375.65,14,28145.739,ABCDEE+宋体,10.56,0,char,34,10.56,0,其中：营业成本 ,359.57,tbl,TRUE,10.56,84.624,273.65,467.83,478.39,,
1969,5.354,375.65,14,28146.65,ABCDEE+Calibri,10.56,0,char,34,10.56,0,"1,167,914,076.76",359.57,tbl,TRUE,5.354,273.65,392.11,468.07,478.63,,
1970,5.354,375.65,14,28146.65,ABCDEE+Calibri,10.56,0,char,34,10.56,0,"553,375,495.17",359.57,tbl,TRUE,5.354,392.11,510.7735484,468.07,478.63,,
1971,10.56,391.73,15,28161.819,ABCDEE+宋体,10.56,0,char,34,10.56,0,利息支出 ,375.65,tbl,TRUE,10.56,84.624,273.65,451.75,462.31,,
1972,2.387,391.73,15,28162.73,ABCDEE+Calibri,10.56,0,char,34,10.56,0, ,375.65,tbl,TRUE,2.387,273.65,392.11,451.99,462.55,,
1973,2.387,391.73,15,28162.73,ABCDEE+Calibri,10.56,0,char,34,10.56,0, ,375.65,tbl,TRUE,2.387,392.11,510.7735484,451.99,462.55,,
1974,10.56,407.93,16,28178.019,ABCDEE+宋体,10.56,0,char,34,10.56,0,手续费及佣金支出 ,391.73,tbl,TRUE,10.56,84.624,273.65,435.55,446.11,,
1975,2.387,407.93,16,28178.93,ABCDEE+Calibri,10.56,0,char,34,10.56,0, ,391.73,tbl,TRUE,2.387,273.65,392.11,435.79,446.35,,
1976,2.387,407.93,16,28178.93,ABCDEE+Calibri,10.56,0,char,34,10.56,0, ,391.73,tbl,TRUE,2.387,392.11,510.7735484,435.79,446.35,,
1977,10.56,424.01,17,28194.099,ABCDEE+宋体,10.56,0,char,34,10.56,0,退保金 ,407.93,tbl,TRUE,10.56,84.624,273.65,419.47,430.03,,
1978,2.387,424.01,17,28195.01,ABCDEE+Calibri,10.56,0,char,34,10.56,0, ,407.93,tbl,TRUE,2.387,273.65,392.11,419.71,430.27,,
1979,2.387,424.01,17,28195.01,ABCDEE+Calibri,10.56,0,char,34,10.56,0, ,407.93,tbl,TRUE,2.387,392.11,510.7735484,419.71,430.27,,
1980,10.56,440.09,18,28210.179,ABCDEE+宋体,10.56,0,char,34,10.56,0,赔付支出净额 ,424.01,tbl,TRUE,10.56,84.624,273.65,403.39,413.95,,
1981,2.387,440.09,18,28211.09,ABCDEE+Calibri,10.56,0,char,34,10.56,0, ,424.01,tbl,TRUE,2.387,273.65,392.11,403.63,414.19,,
1982,2.387,440.09,18,28211.09,ABCDEE+Calibri,10.56,0,char,34,10.56,0, ,424.01,tbl,TRUE,2.387,392.11,510.7735484,403.63,414.19,,
1983,10.56,456.17,19,28226.259,ABCDEE+宋体,10.56,0,char,34,10.56,0,提取保险责任准备金净额 ,440.09,tbl,TRUE,10.56,84.624,273.65,387.31,397.87,,
1984,2.387,456.17,19,28227.17,ABCDEE+Calibri,10.56,0,char,34,10.56,0, ,440.09,tbl,TRUE,2.387,273.65,392.11,387.55,398.11,,
1985,2.387,456.17,19,28227.17,ABCDEE+Calibri,10.56,0,char,34,10.56,0, ,440.09,tbl,TRUE,2.387,392.11,510.7735484,387.55,398.11,,
1986,10.56,472.27,20,28242.339,ABCDEE+宋体,10.56,0,char,34,10.56,0,保单红利支出 ,456.17,tbl,TRUE,10.56,84.624,273.65,371.23,381.79,,
1987,2.387,472.27,20,28243.25,ABCDEE+Calibri,10.56,0,char,34,10.56,0, ,456.17,tbl,TRUE,2.387,273.65,392.11,371.47,382.03,,
1988,2.387,472.27,20,28243.25,ABCDEE+Calibri,10.56,0,char,34,10.56,0, ,456.17,tbl,TRUE,2.387,392.11,510.7735484,371.47,382.03,,
1989,10.56,488.35,21,28258.439,ABCDEE+宋体,10.56,0,char,34,10.56,0,分保费用 ,472.27,tbl,TRUE,10.56,84.624,273.65,355.13,365.69,,
1990,2.387,488.35,21,28259.35,ABCDEE+Calibri,10.56,0,char,34,10.56,0, ,472.27,tbl,TRUE,2.387,273.65,392.11,355.37,365.93,,
1991,2.387,488.35,21,28259.35,ABCDEE+Calibri,10.56,0,char,34,10.56,0, ,472.27,tbl,TRUE,2.387,392.11,510.7735484,355.37,365.93,,
1992,10.56,504.55,22,28274.639,ABCDEE+宋体,10.56,0,char,34,10.56,0,税金及附加 ,488.35,tbl,TRUE,10.56,84.624,273.65,338.93,349.49,,
1993,5.354,504.55,22,28275.55,ABCDEE+Calibri,10.56,0,char,34,10.56,0,"15,992,220.75",488.35,tbl,TRUE,5.354,273.65,392.11,339.17,349.73,,
1994,5.354,504.55,22,28275.55,ABCDEE+Calibri,10.56,0,char,34,10.56,0,"8,539,342.41",488.35,tbl,TRUE,5.354,392.11,510.7735484,339.17,349.73,,
1995,10.56,520.63,23,28290.719,ABCDEE+宋体,10.56,0,char,34,10.56,0,销售费用 ,504.55,tbl,TRUE,10.56,84.624,273.65,322.85,333.41,,
1996,5.354,520.63,23,28291.63,ABCDEE+Calibri,10.56,0,char,34,10.56,0,"2,581,327.13",504.55,tbl,TRUE,5.354,273.65,392.11,323.09,333.65,,
1997,5.354,520.63,23,28291.63,ABCDEE+Calibri,10.56,0,char,34,10.56,0,"4,377,328.74",504.55,tbl,TRUE,5.354,392.11,510.7735484,323.09,333.65,,
1998,10.56,536.71,24,28306.799,ABCDEE+宋体,10.56,0,char,34,10.56,0,管理费用 ,520.63,tbl,TRUE,10.56,84.624,273.65,306.77,317.33,,
1999,5.354,536.71,24,28307.71,ABCDEE+Calibri,10.56,0,char,34,10.56,0,"29,943,930.19",520.63,tbl,TRUE,5.354,273.65,392.11,307.01,317.57,,
2000,5.354,536.71,24,28307.71,ABCDEE+Calibri,10.56,0,char,34,10.56,0,"23,252,748.18",520.63,tbl,TRUE,5.354,392.11,510.7735484,307.01,317.57,,
2001,10.56,552.79,25,28322.879,ABCDEE+宋体,10.56,0,char,34,10.56,0,研发费用 ,536.71,tbl,TRUE,10.56,84.624,273.65,290.69,301.25,,
2002,2.387,552.79,25,28323.79,ABCDEE+Calibri,10.56,0,char,34,10.56,0, ,536.71,tbl,TRUE,2.387,273.65,392.11,290.93,301.49,,
2003,2.387,552.79,25,28323.79,ABCDEE+Calibri,10.56,0,char,34,10.56,0, ,536.71,tbl,TRUE,2.387,392.11,510.7735484,290.93,301.49,,
2004,10.56,568.87,26,28338.959,ABCDEE+宋体,10.56,0,char,34,10.56,0,财务费用 ,552.79,tbl,TRUE,10.56,84.624,273.65,274.61,285.17,,
2005,5.354,568.87,26,28339.87,ABCDEE+Calibri,10.56,0,char,34,10.56,0,"9,478,673.06",552.79,tbl,TRUE,5.354,273.65,392.11,274.85,285.41,,
2006,5.354,568.87,26,28339.87,ABCDEE+Calibri,10.56,0,char,34,10.56,0,"17,407,776.70",552.79,tbl,TRUE,5.354,392.11,510.7735484,274.85,285.41,,
2007,10.56,584.95,27,28355.039,ABCDEE+宋体,10.56,0,char,34,10.56,0,其中：利息费用 ,568.87,tbl,TRUE,10.56,84.624,273.65,258.53,269.09,,
2008,2.387,584.95,27,28355.95,ABCDEE+Calibri,10.56,0,char,34,10.56,0, ,568.87,tbl,TRUE,2.387,273.65,392.11,258.77,269.33,,
2009,2.387,584.95,27,28355.95,ABCDEE+Calibri,10.56,0,char,34,10.56,0, ,568.87,tbl,TRUE,2.387,392.11,510.7735484,258.77,269.33,,
2010,10.56,601.15,28,28371.239,ABCDEE+宋体,10.56,0,char,34,10.56,0,利息收入 ,584.95,tbl,TRUE,10.56,84.624,273.65,242.33,252.89,,
2011,2.387,601.15,28,28372.15,ABCDEE+Calibri,10.56,0,char,34,10.56,0, ,584.95,tbl,TRUE,2.387,273.65,392.11,242.57,253.13,,
2012,2.387,601.15,28,28372.15,ABCDEE+Calibri,10.56,0,char,34,10.56,0, ,584.95,tbl,TRUE,2.387,392.11,510.7735484,242.57,253.13,,
2013,10.56,617.23,29,28387.319,ABCDEE+宋体,10.56,0,char,34,10.56,0,加：其他收益 ,601.15,tbl,TRUE,10.56,84.624,273.65,226.25,236.81,,
2014,5.354,617.23,29,28388.23,ABCDEE+Calibri,10.56,0,char,34,10.56,0,"48,674,323.75",601.15,tbl,TRUE,5.354,273.65,392.11,226.49,237.05,,
2015,5.354,617.23,29,28388.23,ABCDEE+Calibri,10.56,0,char,34,10.56,0,"60,621,466.52",601.15,tbl,TRUE,5.354,392.11,510.7735484,226.49,237.05,,
2016,10.56,648.91,30,28403.399,ABCDEE+宋体,10.56,0,char,34,10.56,0,投资收益（损失以“－”号填列） ,617.23,tbl,TRUE,10.56,84.624,273.65,194.57,221.881,,
2017,5.354,648.91,30,28404.31,ABCDEE+Calibri,10.56,0,char,34,10.56,0,"5,705,111.89",617.23,tbl,TRUE,5.354,273.65,392.11,210.41,220.97,,
2018,3.231,648.91,30,28404.31,ABCDEE+Calibri,10.56,0,char,34,10.56,0,"-773,002.40",617.23,tbl,TRUE,3.231,392.11,510.7735484,210.41,220.97,,
2019,10.56,680.62,31,28435.109,ABCDEE+宋体,10.56,0,char,34,10.56,0,其中：对联营企业和合营企业的投资收益 ,648.91,tbl,TRUE,10.56,84.624,273.65,162.86,190.171,,
2020,2.387,680.62,31,28436.02,ABCDEE+Calibri,10.56,0,char,34,10.56,0, ,648.91,tbl,TRUE,2.387,273.65,392.11,178.7,189.26,,
2021,2.387,680.62,31,28436.02,ABCDEE+Calibri,10.56,0,char,34,10.56,0, ,648.91,tbl,TRUE,2.387,392.11,510.7735484,178.7,189.26,,
2022,10.56,712.3,32,28466.789,ABCDEE+宋体,10.56,0,char,34,10.56,0,以摊余成本计量的金融资产终止确认收益 ,680.62,tbl,TRUE,10.56,84.624,273.65,131.18,158.491,,
2023,2.387,712.3,32,28467.7,ABCDEE+Calibri,10.56,0,char,34,10.56,0, ,680.62,tbl,TRUE,2.387,273.65,392.11,147.02,157.58,,
2024,2.387,712.3,32,28467.7,ABCDEE+Calibri,10.56,0,char,34,10.56,0, ,680.62,tbl,TRUE,2.387,392.11,510.7735484,147.02,157.58,,
2025,10.56,743.976,33,28498.469,ABCDEE+宋体,10.56,0,char,34,10.56,0,汇兑收益（损失以“－”号填列） ,712.3,tbl,TRUE,10.56,84.624,273.65,99.5,126.811,,
2026,2.387,743.976,33,28499.38,ABCDEE+Calibri,10.56,0,char,34,10.56,0, ,712.3,tbl,TRUE,2.387,273.65,392.11,115.34,125.9,,
2027,2.387,743.976,33,28499.38,ABCDEE+Calibri,10.56,0,char,34,10.56,0, ,712.3,tbl,TRUE,2.387,392.11,510.7735484,115.34,125.9,,
2028,10.56,760.176,34,28530.265,ABCDEE+宋体,10.56,0,char,34,10.56,0,净敞口套期收益（损失以“-”号,743.976,tbl,TRUE,10.56,84.624,273.65,83.304,93.864,,
2029,2.387,760.176,34,28531.176,ABCDEE+Calibri,10.56,0,char,34,10.56,0, ,743.976,tbl,TRUE,2.387,273.65,392.11,83.544,94.104,,
2030,2.387,760.176,34,28531.176,ABCDEE+Calibri,10.56,0,char,34,10.56,0, ,743.976,tbl,TRUE,2.387,392.11,510.7735484,83.544,94.104,,
2031,10.56,88.32,0,28700.329,ABCDEE+宋体,10.56,0,char,35,10.56,0,填列） ,72.24,tbl,TRUE,10.56,84.624,273.65,755.16,765.72,,
2032,,88.32,0,,,,,,,,,,72.24,tbl,,,273.65,392.11,,,,
2033,,88.32,0,,,,,,,,,,72.24,tbl,,,392.11,510.82,,,,
2034,10.56,120.02,1,28716.429,ABCDEE+宋体,10.56,0,char,35,10.56,0,公允价值变动收益（损失以“－”号填列） ,88.32,tbl,TRUE,10.56,84.624,273.65,723.46,750.771,,
2035,2.387,120.02,1,28717.34,ABCDEE+Calibri,10.56,0,char,35,10.56,0, ,88.32,tbl,TRUE,2.387,273.65,392.11,739.3,749.86,,
2036,2.387,120.02,1,28717.34,ABCDEE+Calibri,10.56,0,char,35,10.56,0, ,88.32,tbl,TRUE,2.387,392.11,510.82,739.3,749.86,,
2037,10.56,151.7,2,28748.109,ABCDEE+宋体,10.56,0,char,35,10.56,0,信用减值损失（损失以“-”号填列） ,120.02,tbl,TRUE,10.56,84.624,273.65,691.78,717.94,,
2038,2.387,151.7,2,28749.02,ABCDEE+Calibri,10.56,0,char,35,10.56,0, ,120.02,tbl,TRUE,2.387,273.65,392.11,707.62,718.18,,
2039,2.387,151.7,2,28749.02,ABCDEE+Calibri,10.56,0,char,35,10.56,0, ,120.02,tbl,TRUE,2.387,392.11,510.82,707.62,718.18,,
2040,10.56,183.5,3,28779.909,ABCDEE+宋体,10.56,0,char,35,10.56,0,资产减值损失（损失以“-”号填列） ,151.7,tbl,TRUE,10.56,84.624,273.65,659.98,686.14,,
2041,5.354,183.5,3,28780.82,ABCDEE+Calibri,10.56,0,char,35,10.56,0,"18,156,490.24",151.7,tbl,TRUE,5.354,273.65,392.11,675.82,686.38,,
2042,3.231,183.5,3,28780.82,ABCDEE+Calibri,10.56,0,char,35,10.56,0,"-7,122,094.85",151.7,tbl,TRUE,3.231,392.11,510.82,675.82,686.38,,
2043,10.56,215.18,4,28811.589,ABCDEE+宋体,10.56,0,char,35,10.56,0,资产处置收益（损失以“－”号填列） ,183.5,tbl,TRUE,10.56,84.624,273.65,628.3,655.611,,
2044,2.387,215.18,4,28812.5,ABCDEE+Calibri,10.56,0,char,35,10.56,0, ,183.5,tbl,TRUE,2.387,273.65,392.11,644.14,654.7,,
2045,5.354,215.18,4,28812.5,ABCDEE+Calibri,10.56,0,char,35,10.56,0,221.63,183.5,tbl,TRUE,5.354,392.11,510.82,644.14,654.7,,
2046,10.56,246.86,5,28843.269,ABCDEE+宋体,10.56,0,char,35,10.56,0,三、营业利润（亏损以“－”号填列） ,215.18,tbl,TRUE,10.56,84.624,273.65,596.62,623.931,,
2047,5.354,246.86,5,28844.18,ABCDEE+Calibri,10.56,0,char,35,10.56,0,"154,597,387.56",215.18,tbl,TRUE,5.354,273.65,392.11,612.46,623.02,,
2048,5.354,246.86,5,28844.18,ABCDEE+Calibri,10.56,0,char,35,10.56,0,"128,853,223.42",215.18,tbl,TRUE,5.354,392.11,510.82,612.46,623.02,,
2049,10.56,262.94,6,28874.949,ABCDEE+宋体,10.56,0,char,35,10.56,0,加：营业外收入 ,246.86,tbl,TRUE,10.56,84.624,273.65,580.54,591.1,,
2050,5.354,262.94,6,28875.86,ABCDEE+Calibri,10.56,0,char,35,10.56,0,"3,050,191.52",246.86,tbl,TRUE,5.354,273.65,392.11,580.78,591.34,,
2051,5.354,262.94,6,28875.86,ABCDEE+Calibri,10.56,0,char,35,10.56,0,"80,115.70",246.86,tbl,TRUE,5.354,392.11,510.82,580.78,591.34,,
2052,10.56,279.02,7,28891.029,ABCDEE+宋体,10.56,0,char,35,10.56,0,减：营业外支出 ,262.94,tbl,TRUE,10.56,84.624,273.65,564.46,575.02,,
2053,5.354,279.02,7,28891.94,ABCDEE+Calibri,10.56,0,char,35,10.56,0,"3,506,308.33",262.94,tbl,TRUE,5.354,273.65,392.11,564.7,575.26,,
2054,5.354,279.02,7,28891.94,ABCDEE+Calibri,10.56,0,char,35,10.56,0,"917,772.18",262.94,tbl,TRUE,5.354,392.11,510.82,564.7,575.26,,
2055,10.56,310.73,8,28907.139,ABCDEE+宋体,10.56,0,char,35,10.56,0,四、利润总额（亏损总额以“－”号填列） ,279.02,tbl,TRUE,10.56,84.624,273.65,532.75,558.91,,
2056,5.354,310.73,8,28908.05,ABCDEE+Calibri,10.56,0,char,35,10.56,0,"154,141,270.75",279.02,tbl,TRUE,5.354,273.65,392.11,548.59,559.15,,
2057,5.354,310.73,8,28908.05,ABCDEE+Calibri,10.56,0,char,35,10.56,0,"128,015,566.94",279.02,tbl,TRUE,5.354,392.11,510.82,548.59,559.15,,
2058,10.56,326.93,9,28938.939,ABCDEE+宋体,10.56,0,char,35,10.56,0,减：所得税费用 ,310.73,tbl,TRUE,10.56,84.624,273.65,516.55,527.11,,
2059,5.354,326.93,9,28939.85,ABCDEE+Calibri,10.56,0,char,35,10.56,0,"34,932,800.00",310.73,tbl,TRUE,5.354,273.65,392.11,516.79,527.35,,
2060,5.354,326.93,9,28939.85,ABCDEE+Calibri,10.56,0,char,35,10.56,0,"22,664,634.75",310.73,tbl,TRUE,5.354,392.11,510.82,516.79,527.35,,
2061,10.56,343.01,10,28955.019,ABCDEE+宋体,10.56,0,char,35,10.56,0,五、净利润（净亏损以“－”号填列） ,326.93,tbl,TRUE,10.56,84.624,273.65,500.47,511.03,,
2062,5.354,343.01,10,28955.93,ABCDEE+Calibri,10.56,0,char,35,10.56,0,"119,208,470.75",326.93,tbl,TRUE,5.354,273.65,392.11,500.71,511.27,,
2063,5.354,343.01,10,28955.93,ABCDEE+Calibri,10.56,0,char,35,10.56,0,"105,350,932.19",326.93,tbl,TRUE,5.354,392.11,510.82,500.71,511.27,,
2064,10.56,359.09,11,28971.099,ABCDEE+宋体,10.56,0,char,35,10.56,0,（一）按经营持续性分类 ,343.01,tbl,TRUE,10.56,84.624,273.65,484.39,494.95,,
2065,2.387,359.09,11,28972.01,ABCDEE+Calibri,10.56,0,char,35,10.56,0, ,343.01,tbl,TRUE,2.387,273.65,392.11,484.63,495.19,,
2066,2.387,359.09,11,28972.01,ABCDEE+Calibri,10.56,0,char,35,10.56,0, ,343.01,tbl,TRUE,2.387,392.11,510.82,484.63,495.19,,
2067,10.56,390.77,12,28988.33,ABCDEE+Calibri,10.56,0,char,35,10.56,0,1.持续经营净利润（净亏损以“－”号填列） ,359.09,tbl,TRUE,5.354,84.624,273.65,452.71,478.87,,
2068,5.354,390.77,12,28988.09,ABCDEE+Calibri,10.56,0,char,35,10.56,0,"119,208,470.75",359.09,tbl,TRUE,5.354,273.65,392.11,468.55,479.11,,
2069,5.354,390.77,12,28988.09,ABCDEE+Calibri,10.56,0,char,35,10.56,0,"105,350,932.19",359.09,tbl,TRUE,5.354,392.11,510.82,468.55,479.11,,
2070,10.56,422.45,13,29020.01,ABCDEE+Calibri,10.56,0,char,35,10.56,0,2.终止经营净利润（净亏损以“－”号填列） ,390.77,tbl,TRUE,5.354,84.624,273.65,421.03,447.19,,
2071,2.387,422.45,13,29019.77,ABCDEE+Calibri,10.56,0,char,35,10.56,0, ,390.77,tbl,TRUE,2.387,273.65,392.11,436.87,447.43,,
2072,2.387,422.45,13,29019.77,ABCDEE+Calibri,10.56,0,char,35,10.56,0, ,390.77,tbl,TRUE,2.387,392.11,510.82,436.87,447.43,,
2073,10.56,438.53,14,29050.539,ABCDEE+宋体,10.56,0,char,35,10.56,0,（二）按所有权归属分类 ,422.45,tbl,TRUE,10.56,84.624,273.65,404.95,415.51,,
2074,2.387,438.53,14,29051.45,ABCDEE+Calibri,10.56,0,char,35,10.56,0, ,422.45,tbl,TRUE,2.387,273.65,392.11,405.19,415.75,,
2075,2.387,438.53,14,29051.45,ABCDEE+Calibri,10.56,0,char,35,10.56,0, ,422.45,tbl,TRUE,2.387,392.11,510.82,405.19,415.75,,
